judge_row_id,source_index,question_id,category,son_department,title,question,reference_answer,model_answer,llm,original_claude_judgement,original_judge_model,status,grok_model,provider_base_url,reasoning_effort,structured_output,grok_score,raw_grok_judgement,grok_usage_json,error_type,error_message,attempted_at_utc,source
2500__gemini_2_5_flash,561,2500,العبادات,الطهارة,حكم استخدام الماء بقدر زائد عن الحاجة في الوضوء,بعد غسل أعضاء الوضوء، هل يجب زيادة شيء بسيط من الماء على حدود الفرض، يعني أن نغسل الفرض وزيادة للتأكيد ؟,أقول وبالله التوفيق: يستحب الزيادة في أعضاء الوضوء أثناء غسلها، والله أعلم.,في المذهب الحنفي، ليس بواجب الزيادة على حدود الفرض في غسل أعضاء الوضوء، بل هي مستحبة (مندوبة). والغرض من هذه الزيادة هو التأكد من استيعاب الفرض كاملاً وعدم ترك أي جزء منه يابسًا، وتحصيل فضيلة إطالة الغرة والتحجيل.,gemini-2.5-flash,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 903, ""prompt_tokens"": 682, ""total_tokens"": 1585, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 894, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0029756, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0029756, ""upstream_inference_prompt_cost"": 0.0007181, ""upstream_inference_completions_cost"": 0.0022575}}",,,2026-05-07T10:32:15.719918+00:00,api
4684__gemini_2_5_flash,563,4684,العبادات,الصدقة,تسجيل غير المحتاج في جمعيات,ما حكم التسجيل بجمعيات من أجل الحصول على مساعدات في هذه الحالة لغير المحتاجين؟,أقول وبالله التوفيق: إذا كان يملك نصاباً وهو 100 غرام من الذهب لم يجز له أن يأخذ المساعدة ولا التسجيل لها، والله أعلم،,"لا يجوز التسجيل بجمعيات من أجل الحصول على مساعدات لمن هو غير محتاج، وهذا الحكم مبني على عدة أصول في الفقه الحنفي وغيره:

1.  **أخذ ما ليس بحق:** إن المساعدات مخصصة لمن هم في حاجة ماسة إليها، ومن يأخذها وهو غير محتاج فإنه يأخذ ما ليس بحقه.
2.  **الغش والتدليس:** غالبًا ما يتطلب التسجيل إظهار الحاجة، وفي هذه الحالة يكون إظهار الحاجة كذبًا وغشًا، والكذب والغش محرمان شرعًا.
3.  **حرمان المستحقين:** بأخذ غير المحتاج لهذه المساعدات، فإنه يحرم المستحقين الحقيقيين الذين هم في أمس الحاجة إليها.

وعليه، فالمسلم مطالب بالكف عن ذلك، وأن يتحرى الحلال في كسبه وطلبه.",gemini-2.5-flash,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1024, ""prompt_tokens"": 867, ""total_tokens"": 1891, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1015, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00350935, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00350935, ""upstream_inference_prompt_cost"": 0.00094935, ""upstream_inference_completions_cost"": 0.00256}}",,,2026-05-07T10:32:28.832322+00:00,api
4684__gpt_5_1,562,4684,العبادات,الصدقة,تسجيل غير المحتاج في جمعيات,ما حكم التسجيل بجمعيات من أجل الحصول على مساعدات في هذه الحالة لغير المحتاجين؟,أقول وبالله التوفيق: إذا كان يملك نصاباً وهو 100 غرام من الذهب لم يجز له أن يأخذ المساعدة ولا التسجيل لها، والله أعلم،,"الحكم في مذهب الحنفية يتفرّع بحسب حقيقة حال الشخص وطبيعة الجمعية:

1. **إن كانت المساعدات مخصَّصة للفقراء والمحتاجين**  
   - لا يجوز لغير المحتاج التسجيل ولا أخذ هذه المساعدات؛ لأنه:
     - كذبٌ وغشٌّ وتزوير في استحقاق الوصف (الفقر/الحاجة).  
     - وأكلٌ لأموالٍ جُعلت لمستحقين معيَّنين، فيدخل في:  
       > *﴿وَلَا تَأْكُلُوا أَمْوَالَكُمْ بَيْنَكُم بِالْبَاطِلِ﴾*  
     - وفي الحديث: *«مَن غشَّ فليس مِنّا»*، وهذا من الغشّ.  
   - الحكم: **حرام**، ويجب رد المال إن أُخذ، أو التصدّق به على الفقراء إن تعذر الردّ.

2. **إن كانت الجهة تعطي لكل من يسجّل دون اشتراط الفقر أو الحاجة**  
   - إذا لم يكن في التسجيل كذبٌ ولا تزوير في البيانات، ولا اعتداء على حقّ مخصوص بفئة معيّنة، فالأصل الجواز؛ لأن المال يُعطى بالعقد أو النظام العام للجميع.

3. **من كان ذا كفايةٍ أصلية (يملك ما يكفيه للحاجات الأساسية) لكنه يطلب المال لتحسين الرفاهية**  
   - إن كانت المساعدات للفقراء خاصة: لا يحلُّ له؛ لأنه ليس من أهل السهم.  
   - وإن كانت عامة: الجواز ما لم يتضمّن كذباً أو غشّاً.

**الخلاصة (على مذهب الحنفية):**  
- التسجيل لأخذ مساعداتٍ مخصَّصة للفقراء أو المحتاجين مع كون الإنسان غير محتاج: **حرام** وغشّ، والمال مأخوذٌ بغير حق.  
- التسجيل في برامج عامة لا تشترط الحاجة ولا يترتّب عليها كذبٌ أو تزوير: **جائز**.",gpt-5.1,"# Evaluation

**Correctness:** Yes

**Rating:** 0

---

**Justification:**

Both answers agree on the **core principle**: a person who is not truly needy (has wealth/nisab) should not take assistance designated for the poor. 

However:
- **Answer A** provides a direct, absolute ruling using a specific threshold (100 grams of gold = nisab)
- **Answer B** expands this principle into a comprehensive framework, distinguishing between:
  - Assistance specifically for the poor (prohibited for non-needy) ✓ **Agrees with A**
  - General programs without need requirements (may be permissible) → **Additional scenario not in A**

They are **partially aligned**: Answer B encompasses Answer A's ruling as one scenario within a broader analysis, but introduces additional nuances and conditions not present in the simpler Answer A.",claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1471, ""prompt_tokens"": 1253, ""total_tokens"": 2724, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1462, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00477335, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00477335, ""upstream_inference_prompt_cost"": 0.00109585, ""upstream_inference_completions_cost"": 0.0036775}}",,,2026-05-07T10:32:26.378561+00:00,api
1165__gpt_5_1,566,1165,العبادات,الصوم,هل يعتبر كبر السن عذراً للإفطار في رمضان,هل يعتبر كبر السن عذراً للإفطار في رمضان؟,نعم يعتبر كبر السن عذراً للإفطار في رمضان، فيباح للشيخ الفاني أن يفطر في شهر رمضان، وعليه الفدية؛ لأنه عاجز عن الصوم، ومقدار الفدية مقدار صدقة الفطر، وهو أن يطعم عن كل يوم مسكيناً مقدار ما يطعم في صدقة الفطر، ينظر: الفتاوى الهندية 2: 207، وبدائع الصنائع 2: 97؛ لقوله تعالى: (وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ) البقرة: 184، وهي على إضمار حرف (لا) في الآية أو على إضمار (كانوا) أي وعلى الذين كانوا يطيقونه: أي الصوم، ثم عجزوا عنه، فدية طعام مسكين. وعن عطاء سمع ابن عباس رضي الله عنهما يقرأ: (وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ)، قال ابن عباس رضي الله عنهما: ليست بمنسوخة هو الشيخ الكبير والمرأة الكبيرة لا يستطيعان أن يصوما فيطعمان مكان كل يوم مسكيناً، في صحيح البخاري 4: 1638. ولأن الصوم لما فاته مست الحاجة إلى الجابر وتعذر جبره بالصوم فيجبر بالفدية، وتجعل الفدية مثلاً للصوم شرعاً في هذه الحالة للضرورة كالقيمة في ضمان المتلفات، ينظر: بدائع الصنائع 2: 97.,"نعم، في المذهب الحنفي:

- **كبر السن نفسه ليس عذراً** للإفطار، بل العبرة بـ**العجز عن الصوم أو المشقة الشديدة التي لا تُحتمل عادة**، أو غلبة الظن بحصول ضررٍ معتبرٍ بالصوم.
- إن كان الشيخ أو الشيخة **لا يقدران على الصوم أبداً** (عجزٌ دائم لا يُرجى زواله):
  - **يسقط عنهما القضاء**.
  - ويجب عليهما **الفدية** عن كل يوم: إطعام مسكينٍ واحدٍ مقدارَ صدقةِ الفطر (نحو صاع من غالب قوت البلد، أو ما يعادلها نقداً على رأي كثير من متأخري الحنفية إن جرى به العمل).
- إن كان يستطيع الصوم مع بعض المشقة المعتادة، **لا يجوز له الإفطار**.
- إن أفطر لكِبرٍ يظن معه العجز، ثم **عاد قادرًا على الصوم** عند الحنفية المشهور: لا يجب عليه القضاء إن كان عجزه أولاً حقيقياً دائماً، وإن كان العجز في الحقيقة غير دائم فعليه القضاء.  

فالضابط: **العجز الدائم أو الضرر المحقق، لا مجرد التقدّم في السن.**",gpt-5.1,0,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,0.0,"{
  ""rating"": 0
}","{""completion_tokens"": 1337, ""prompt_tokens"": 1405, ""total_tokens"": 2742, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1328, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00496435, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00496435, ""upstream_inference_prompt_cost"": 0.00162185, ""upstream_inference_completions_cost"": 0.0033425}}",,,2026-05-07T10:32:30.613697+00:00,api
1165__gemini_2_5_flash,567,1165,العبادات,الصوم,هل يعتبر كبر السن عذراً للإفطار في رمضان,هل يعتبر كبر السن عذراً للإفطار في رمضان؟,نعم يعتبر كبر السن عذراً للإفطار في رمضان، فيباح للشيخ الفاني أن يفطر في شهر رمضان، وعليه الفدية؛ لأنه عاجز عن الصوم، ومقدار الفدية مقدار صدقة الفطر، وهو أن يطعم عن كل يوم مسكيناً مقدار ما يطعم في صدقة الفطر، ينظر: الفتاوى الهندية 2: 207، وبدائع الصنائع 2: 97؛ لقوله تعالى: (وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ) البقرة: 184، وهي على إضمار حرف (لا) في الآية أو على إضمار (كانوا) أي وعلى الذين كانوا يطيقونه: أي الصوم، ثم عجزوا عنه، فدية طعام مسكين. وعن عطاء سمع ابن عباس رضي الله عنهما يقرأ: (وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ)، قال ابن عباس رضي الله عنهما: ليست بمنسوخة هو الشيخ الكبير والمرأة الكبيرة لا يستطيعان أن يصوما فيطعمان مكان كل يوم مسكيناً، في صحيح البخاري 4: 1638. ولأن الصوم لما فاته مست الحاجة إلى الجابر وتعذر جبره بالصوم فيجبر بالفدية، وتجعل الفدية مثلاً للصوم شرعاً في هذه الحالة للضرورة كالقيمة في ضمان المتلفات، ينظر: بدائع الصنائع 2: 97.,"نعم، يعتبر كبر السن عذراً للإفطار في رمضان في مذهب الحنفية، وذلك إذا بلغ الشيخ الفاني حداً يعجز معه عن الصوم أو تلحقه به مشقة شديدة لا تُحتمل بحيث لا يطيقه.

وفي هذه الحالة، لا يلزمه القضاء، بل يلزمه إطعام مسكين عن كل يوم أفطره كفدية.",gemini-2.5-flash,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 780, ""prompt_tokens"": 1130, ""total_tokens"": 1910, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 771, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0028921, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0028921, ""upstream_inference_prompt_cost"": 0.0009421, ""upstream_inference_completions_cost"": 0.00195}}",,,2026-05-07T10:32:43.836942+00:00,api
9534__gpt_5_1,570,9534,المعاملات والأمانات,الشركة,الشركة في الربح دون الخسارة,هل يجوز أن يضع رجل مبلغ (٢٠٠٠) دينار لدى محل ويقول له صاحب المحل: تأخذ من مربحها كل فترة وتبقى الألفين ثابتة فمتى أردتها تأخذها غير منقوصة؟,أقول وبالله التوفيق: هذه مضاربة، وهي أن تدفع مبلغاً من المال لشخص للتجارة، ويكون الربح له بينهما على ما اتفقا، وكذلك الأمر في الخسارة، فإن تحقق هذا جاز، والله أعلم.,"هذه الصورة **غير جائزة في مذهب الحنفية**، وبيان ذلك:

- جعلُ المبلغ (٢٠٠٠ دينار) عند صاحب المحل على أن:
  1. يبقى رأس المال مضمونًا لا ينقص أبدًا،  
  2. ويأخذ صاحب المال جزءًا من الربح كل فترة،

هو في الحقيقة أحد أمرين عند التحقيق:

1. **إمّا مضاربة فاسدة**: لأن من شروط صحّة المضاربة في المذهب الحنفي **ألا يُضمَّن رأس المال للعامل**؛ فإذا ضُمِّن رأس المال (أي ضَمن له أن تبقى الألفان ثابتة لا خسارة فيها) فسدت المضاربة.

2. **وإمّا قرض جرَّ نفعًا**: لأن المال مضمون على صاحب المحل، مع التزامه بدفع ربح لصاحب المال؛ فيصير عقدًا في معنى القرض مع اشتراط زيادة، وهذا هو **الرِّبا المحرَّم**.

إذًا:  
**لا يجوز** لصاحب المال أن يشترط بقاء الألفين مضمونة غير منقوصة مع أخذ ربحٍ دوري؛ فهو عقد باطل أو ربوي في مذهب الحنفية.

**الصورة الجائزة**:  
إن أراد التعامل الصحيح:
- إمّا أن يجعلها **مضاربة شرعية**: فيكون:
  - رأس المال من صاحب المال،
  - والعمل من صاحب المحل،
  - والربح بينهما بنسبة شائعة (مثل: نصف الربح، ثلثه...) لا بمبلغ مقطوع،
  - ولا يضمن صاحب المحل رأس المال إلا في حال التعدي أو التفريط،  
  - فإذا حصلت خسارة بدون تعدٍّ وتفريط؛ يتحمّلها صاحب المال في رأس المال.

- أو يجعلها **قرضًا بلا فائدة**: يردّ له الألفين فقط عند الطلب، دون أي زيادة مشروطة.",gpt-5.1,-1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{
  ""rating"": -1
}","{""completion_tokens"": 935, ""prompt_tokens"": 1247, ""total_tokens"": 2182, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 926, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00376185, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00376185, ""upstream_inference_prompt_cost"": 0.00142435, ""upstream_inference_completions_cost"": 0.0023375}}",,,2026-05-07T10:32:54.566468+00:00,api
4512__gemini_2_5_flash,569,4512,العبادات,الصلاة,الصلاة الإبراهيمية وصيغتها,ما حكم ألفاظ الصلاة الإبراهيمية ؟,أقول وبالله التوفيق: الصلاة على النبي صلى الله عليه وسلم في الصلاة سنة، ولفظ الصلاة الإبراهيمية هو السنة، والله أعلم.,ألفاظ الصلاة الإبراهيمية هي من الأذكار المسنونة والمستحبة. وتعدّ الصلاة على النبي صلى الله عليه وسلم بعد التشهد الأخير في الصلاة من السنن المؤكدة عند الحنفية، وألفاظها الواردة في السنة هي أفضل صيغ الصلاة على النبي صلى الله عليه وسلم.,gemini-2.5-flash,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 1152, ""prompt_tokens"": 659, ""total_tokens"": 1811, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1143, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00356935, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00356935, ""upstream_inference_prompt_cost"": 0.00068935, ""upstream_inference_completions_cost"": 0.00288}}",,,2026-05-07T10:32:48.675495+00:00,api
4512__gpt_5_1,568,4512,العبادات,الصلاة,الصلاة الإبراهيمية وصيغتها,ما حكم ألفاظ الصلاة الإبراهيمية ؟,أقول وبالله التوفيق: الصلاة على النبي صلى الله عليه وسلم في الصلاة سنة، ولفظ الصلاة الإبراهيمية هو السنة، والله أعلم.,"في مذهب الحنفية:

1. **حكم الصلاة على النبي ﷺ في القعدة الأخيرة بعد التشهد:**  
   واجبة عند الحنفية، وأقلّ الواجب أن يقول المصلّي مثل:  
   > «اللهم صلِّ على محمد»  
   أو ما في معناه من ذكر الصلاة عليه ﷺ.

2. **حكم الألفاظ المعيّنة للصلاة الإبراهيمية المعروفة (اللهم صلِّ على محمد وعلى آل محمد…):**  
   هذه الصيغة بتمامها **سُنّة مؤكدة** وليست واجبة بلفظها الخاص، فيُثاب المصلّي على الإتيان بها، ولكن لا تبطل صلاته لو اقتصر على أدنى ما يجزئ من الصلاة على النبي ﷺ.

إذن:  
- أصل الصلاة على النبي ﷺ في التشهد الأخير: **واجب**.  
- الصيغة الإبراهيمية بألفاظها المشهورة: **سُنّة مؤكدة وليست متعينة** عند الحنفية.",gpt-5.1,-1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{
  ""rating"": -1
}","{""completion_tokens"": 1335, ""prompt_tokens"": 857, ""total_tokens"": 2192, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1326, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00427435, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00427435, ""upstream_inference_prompt_cost"": 0.00093685, ""upstream_inference_completions_cost"": 0.0033375}}",,,2026-05-07T10:32:48.421704+00:00,api
8096__gemini_2_5_flash,573,8096,المعاملات والأمانات,البيع,الشرط الجزائي في العقود,ما حكم الشرط الجزائي في عقود البيع؟,أقول وبالله التوفيق: الشرط الجزائي يجوز في عقود الأعمال دون عقود البيع، والله أعلم.,"الشرط الجزائي في عقود البيع، عند الحنفية، لا يجوز ولا يلزم، ويُعتبر شرطًا فاسدًا في العقد، ولا يُعمل به. فالعقد يصح ويبطل الشرط.

وذلك لأن الشرط الجزائي ليس من مقتضيات عقد البيع ولا ملائمًا له، وقد يؤدي إلى الجهالة أو الغرر، أو إلى الزيادة في الدين بغير حق إذا كان يتعلق بالتأخر في سداد الثمن، مما يجعله شبيهًا بالربا. فالمعتبر في الضرر هو الضرر الفعلي المثبت، لا الشرط الجزائي المحدد سلفًا.",gemini-2.5-flash,**0**,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 1066, ""prompt_tokens"": 738, ""total_tokens"": 1804, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1057, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0034531, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0034531, ""upstream_inference_prompt_cost"": 0.0007881, ""upstream_inference_completions_cost"": 0.002665}}",,,2026-05-07T10:33:08.794755+00:00,api
9534__gemini_2_5_flash,571,9534,المعاملات والأمانات,الشركة,الشركة في الربح دون الخسارة,هل يجوز أن يضع رجل مبلغ (٢٠٠٠) دينار لدى محل ويقول له صاحب المحل: تأخذ من مربحها كل فترة وتبقى الألفين ثابتة فمتى أردتها تأخذها غير منقوصة؟,أقول وبالله التوفيق: هذه مضاربة، وهي أن تدفع مبلغاً من المال لشخص للتجارة، ويكون الربح له بينهما على ما اتفقا، وكذلك الأمر في الخسارة، فإن تحقق هذا جاز، والله أعلم.,"لا يجوز هذا التعامل.

الشرط الذي ينص على أن ""تبقى الألفين ثابتة فمتى أردتها تأخذها غير منقوصة"" مع أخذ ""مربحها كل فترة"" يجعل هذا العقد قرضًا جر نفعًا، وكل قرض جر نفعًا فهو ربا في الشريعة الإسلامية، وهو محرم.

ففي عقود المشاركات الشرعية (كالمضاربة أو الشركة)، يكون رأس المال عرضة للربح والخسارة، ولا يجوز ضمان رأس المال لصاحبه مع أخذ حصة من الربح. فإذا حصلت خسارة، فإن رأس المال ينقص.",gemini-2.5-flash,-1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,-1.0,"{""rating"": -1}","{""completion_tokens"": 1245, ""prompt_tokens"": 836, ""total_tokens"": 2081, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 1239, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 128, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.0040231, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.0040231, ""upstream_inference_prompt_cost"": 0.0009106, ""upstream_inference_completions_cost"": 0.0031125}}",,,2026-05-07T10:33:07.377205+00:00,api
8096__gpt_5_1,572,8096,المعاملات والأمانات,البيع,الشرط الجزائي في العقود,ما حكم الشرط الجزائي في عقود البيع؟,أقول وبالله التوفيق: الشرط الجزائي يجوز في عقود الأعمال دون عقود البيع، والله أعلم.,"الجواب وفق المذهب الحنفي:

1. **الأصل في الشروط في العقود** عند الحنفية:  
   - ما كان **موافقًا لمقتضى العقد أو فيه مصلحة له ولا يخالف الشرع** فهو شرط صحيح.  
   - وما كان **مفضيًا إلى الربا أو الجهالة الفاحشة أو أكل المال بالباطل** فهو شرط فاسد أو باطل، ويُمنَع.

2. **الشرط الجزائي بصورته الشائعة اليوم**:  
   - إذا كان معناه: الاتفاق على **مبلغ مالي مقطوع أو نسبة إضافية تُدفع عند التأخير في السداد أو عدم التنفيذ** لمحض التأخير، من غير ربطه بضرر حقيقي محقَّق، فهذا عند الحنفية **غير جائز**؛ لأنه في معنى **الزيادة على الدَّين لأجل الأجل**، وهو **ربا**.  
   - ومثله: جعل مبلغ معيَّن يُصادر لمجرد نكول أحد الطرفين عن إتمام البيع (كالعربون مع المصادرة)، فهذا عند أبي حنيفة وأصحابه **غير صحيح**؛ لأن العربون شرط فاسد عندهم، ولا يحل للبائع أخذ المبلغ لمجرد العدول.

3. **التعويض عن الضرر الحقيقي**:  
   - يجوز في المذهب الحنفي **إلزام المتسبِّب بضمان الضرر الفعلي المتحقق** إذا ثبت بتقدير القضاء أو الخبرة، لا على وجه الزيادة الربوية ولا على وجه الجعل المقطوع ابتداءً.  
   - فيُفرَّق بين:  
     - **شرط جزائي مقدَّر ثابت بذاته** لمحض التأخير أو النكول → **غير جائز**.  
     - و**تعويض يُقدَّر بعد وقوع الضرر الحقيقي** بناءً على قواعد الضمان → **جائز**.

**الخلاصة (على المذهب الحنفي):**  
الشرط الجزائي في عقود البيع إذا كان التزامًا بدفع مبلغ مقطوع أو نسبة إضافية عند التأخير أو الإخلال، من غير ربطه بضرر حقيقي يُقدَّر بعد وقوعه، فهو **شرط غير جائز**؛ لأنه في معنى الربا أو أكل المال بالباطل.  
أما التعويض عن الضرر الفعلي الثابت، فيُقرَّر بحكم القاضي أو اتفاق جديد بعد تحقق الضرر، لا على وجه الشرط الجزائي المسبق المقطوع.",gpt-5.1,**0**,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 929, ""prompt_tokens"": 1315, ""total_tokens"": 2244, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 920, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00349585, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00349585, ""upstream_inference_prompt_cost"": 0.00117335, ""upstream_inference_completions_cost"": 0.0023225}}",,,2026-05-07T10:33:08.138200+00:00,api
8686__gpt_5_1,576,8686,المعاملات والأمانات,التأمين,التأمين على حوادث السيارات,شخص عمل حادث بسيارته، وخمنت شركة التأمين الأضرار بـ (٧٠٠) دينار، وعندما ذهب ليصلح سيارته طُلب منه مبلغ ( ٤٠٠ ) دينار، هل باقي المبلغ حلال أم حرام؟,أقول وبالله التوفيق: ما قدر من شركة التأمين يكون ملكًا لصاحب السيارة؛ لأنها ممكن أن يقل، وممكن أن يزيد؛ لأنه تقدير لضرر وإصلاح ونقصان للسيارة، فلا يضر أن يصلح بأقل منه أو أكثر، والله أعلم.,"الجواب باختصار بحسب المعتمد عند كثير من فقهاء الحنفية المعاصرين:

- عقد التأمين التجاري في أصله عقد غير جائز شرعًا (لاشتـمـاله على الغرر والرِّبا والقمار)، لكن إن كان الشخص قد دخل فيه، خصوصًا إذا كان **إلزاميًّا بنظام الدولة**، فلا إثم عليه في أخذ ما تدفعه شركة التأمين.  
- المال الذي تعطيه شركة التأمين يُعدّ في حقّ المؤمن له مالاً مملوكًا له، وليس لازمًا شرعًا أن يقتصر على قدر ما دفعه فعليًّا في إصلاح السيارة.

وعليه:  
إذا قدّرت شركة التأمين الأضرار بـ(٧٠٠) دينار، وأصلح السيارة بـ(٤٠٠) دينار، فـ**الـ(٣٠٠) دينار الزائدة حلال له** في مذهب الحنفية، ولا يلزمه ردّها، لكن يُنصح بالاقتصار على التأمين الإلزامي وعدم الدخول في التأمين التجاري الاختياري ما أمكن.",gpt-5.1,1,claude-sonnet-4-5,ok,x-ai/grok-4.3,https://openrouter.ai/api/v1,medium,True,1.0,"{
  ""rating"": 1
}","{""completion_tokens"": 983, ""prompt_tokens"": 1003, ""total_tokens"": 1986, ""completion_tokens_details"": {""accepted_prediction_tokens"": null, ""audio_tokens"": 0, ""reasoning_tokens"": 974, ""rejected_prediction_tokens"": null, ""image_tokens"": 0}, ""prompt_tokens_details"": {""audio_tokens"": 0, ""cached_tokens"": 448, ""cache_write_tokens"": 0, ""video_tokens"": 0}, ""cost"": 0.00324085, ""is_byok"": false, ""cost_details"": {""upstream_inference_cost"": 0.00324085, ""upstream_inference_prompt_cost"": 0.00078335, ""upstream_inference_completions_cost"": 0.0024575}}",,,2026-05-07T10:33:26.390376+00:00,api
